education_years,age_mid,race_black,race_white,race_hispanic,gender_male,gross_income,marital_status,state,tax,expenditure,disposable_income
17,30,0,1,0,1,106836.08,married,Nebraska,20730.51,48087,38018.57
17,30,0,1,0,1,106836.08,married,Nevada,17025.29,48087,41723.79
17,30,0,1,0,1,106836.08,married,New Hampshire,17025.29,48087,41723.79
17,30,0,1,0,1,106836.08,married,New Jersey,20792.25,48087,37956.83
17,30,0,1,0,1,106836.08,married,New Mexico,20025.59,48087,38723.49
17,30,0,1,0,1,106836.08,married,New York,21686.02,48087,37063.06
17,30,0,1,0,1,106836.08,married,North Carolina,20482.07,48087,38267.01
17,30,0,1,0,1,106836.08,married,North Dakota,17025.29,48087,41723.79
17,30,0,1,0,1,106836.08,married,Ohio,19298.18,48087,39450.9
17,30,0,1,0,1,106836.08,married,Oklahoma,21119.75,48087,37629.33
17,30,0,1,0,1,106836.08,married,Oregon,25265.45,48087,33483.63
17,30,0,1,0,1,106836.08,married,Pennsylvania,20305.16,48087,38443.92
17,30,0,1,0,1,106836.08,married,Rhode Island,20265.5,48087,38483.58
17,30,0,1,0,1,106836.08,married,South Carolina,21111.77,48087,37637.31
17,30,0,1,0,1,106836.08,married,South Dakota,17025.29,48087,41723.79
17,30,0,1,0,1,106836.08,married,Tennessee,17025.29,48087,41723.79
17,30,0,1,0,1,106836.08,married,Texas,17025.29,48087,41723.79
17,30,0,1,0,1,106836.08,married,Utah,21886.33,48087,36862.75
17,30,0,1,0,1,106836.08,married,Vermont,20498.0,48087,38251.08
17,30,0,1,0,1,106836.08,married,Virginia,21933.36,48087,36815.72
17,30,0,1,0,1,106836.08,married,Washington,17025.29,48087,41723.79
17,30,0,1,0,1,106836.08,married,West Virginia,21336.29,48087,37412.79
17,30,0,1,0,1,106836.08,married,Wisconsin,20828.2,48087,37920.88
17,30,0,1,0,1,106836.08,married,Wyoming,17025.29,48087,41723.79
17,40,0,1,0,1,112355.1,single,Alabama,30582.04,58784,22989.06
17,40,0,1,0,1,112355.1,single,Alaska,25154.29,58784,28416.81
17,40,0,1,0,1,112355.1,single,Arizona,27588.16,58784,25982.94
17,40,0,1,0,1,112355.1,single,Arkansas,29356.65,58784,24214.45
17,40,0,1,0,1,112355.1,single,California,31630.45,58784,21940.65
17,40,0,1,0,1,112355.1,single,Colorado,29437.91,58784,24133.19
17,40,0,1,0,1,112355.1,single,Connecticut,30645.59,58784,22925.51
17,40,0,1,0,1,112355.1,single,Delaware,31338.72,58784,22232.38
17,40,0,1,0,1,112355.1,single,Florida,25154.29,58784,28416.81
17,40,0,1,0,1,112355.1,single,Georgia,30563.43,58784,23007.67
17,40,0,1,0,1,112355.1,single,Hawaii,32250.07,58784,21321.03
17,40,0,1,0,1,112355.1,single,Idaho,30698.66,58784,22872.44
17,40,0,1,0,1,112355.1,single,Illinois,30715.86,58784,22855.24
17,40,0,1,0,1,112355.1,single,Indiana,28524.94,58784,25046.16
17,40,0,1,0,1,112355.1,single,Iowa,29423.78,58784,24147.32
17,40,0,1,0,1,112355.1,single,Kansas,31135.14,58784,22435.96
17,40,0,1,0,1,112355.1,single,Kentucky,29517.69,58784,24053.41
17,40,0,1,0,1,112355.1,single,Louisiana,28149.94,58784,25421.16
17,40,0,1,0,1,112355.1,single,Maine,31606.78,58784,21964.32
17,40,0,1,0,1,112355.1,single,Maryland,30334.54,58784,23236.56
17,40,0,1,0,1,112355.1,single,Massachusetts,30772.04,58784,22799.06
17,40,0,1,0,1,112355.1,single,Michigan,29929.38,58784,23641.72
17,40,0,1,0,1,112355.1,single,Minnesota,31305.57,58784,22265.53
17,40,0,1,0,1,112355.1,single,Mississippi,29556.71,58784,24014.39
17,40,0,1,0,1,112355.1,single,Missouri,29554.03,58784,24017.07
17,40,0,1,0,1,112355.1,single,Montana,30645.04,58784,22926.06
17,40,0,1,0,1,112355.1,single,Nebraska,30071.58,58784,23499.52
17,40,0,1,0,1,112355.1,single,Nevada,25154.29,58784,28416.81
17,40,0,1,0,1,112355.1,single,New Hampshire,25154.29,58784,28416.81
17,40,0,1,0,1,112355.1,single,New Jersey,30185.06,58784,23386.04
17,40,0,1,0,1,112355.1,single,New Mexico,29382.69,58784,24188.41
17,40,0,1,0,1,112355.1,single,New York,30847.34,58784,22723.76
17,40,0,1,0,1,112355.1,single,North Carolina,29387.5,58784,24183.6
17,40,0,1,0,1,112355.1,single,North Dakota,26107.45,58784,27463.65
17,40,0,1,0,1,112355.1,single,Ohio,27620.34,58784,25950.76
17,40,0,1,0,1,112355.1,single,Oklahoma,30001.03,58784,23570.07
17,40,0,1,0,1,112355.1,single,Oregon,34431.36,58784,19139.74
17,40,0,1,0,1,112355.1,single,Pennsylvania,28603.59,58784,24967.51
17,40,0,1,0,1,112355.1,single,Rhode Island,29174.4,58784,24396.7
17,40,0,1,0,1,112355.1,single,South Carolina,30512.94,58784,23058.16
17,40,0,1,0,1,112355.1,single,South Dakota,25154.29,58784,28416.81
17,40,0,1,0,1,112355.1,single,Tennessee,25154.29,58784,28416.81
17,40,0,1,0,1,112355.1,single,Texas,25154.29,58784,28416.81
17,40,0,1,0,1,112355.1,single,Utah,30266.44,58784,23304.66
17,40,0,1,0,1,112355.1,single,Vermont,30524.57,58784,23046.53
17,40,0,1,0,1,112355.1,single,Virginia,30868.46,58784,22702.64
17,40,0,1,0,1,112355.1,single,Washington,25154.29,58784,28416.81
17,40,0,1,0,1,112355.1,single,West Virginia,29731.3,58784,23839.8
17,40,0,1,0,1,112355.1,single,Wisconsin,29993.98,58784,23577.12
17,40,0,1,0,1,112355.1,single,Wyoming,25154.29,58784,28416.81
17,40,0,1,0,1,112355.1,married,Alabama,23222.53,58784,30348.57
17,40,0,1,0,1,112355.1,married,Alaska,18109.78,58784,35461.32
17,40,0,1,0,1,112355.1,married,Arizona,20168.65,58784,33402.45
17,40,0,1,0,1,112355.1,married,Arkansas,22218.15,58784,31352.95
17,40,0,1,0,1,112355.1,married,California,21341.4,58784,32229.7
17,40,0,1,0,1,112355.1,married,Colorado,21733.4,58784,31837.7
17,40,0,1,0,1,112355.1,married,Connecticut,22789.31,58784,30781.79
17,40,0,1,0,1,112355.1,married,Delaware,24079.71,58784,29491.39
17,40,0,1,0,1,112355.1,married,Florida,18109.78,58784,35461.32
17,40,0,1,0,1,112355.1,married,Georgia,22872.12,58784,30698.98
17,40,0,1,0,1,112355.1,married,Hawaii,23762.36,58784,29808.74
17,40,0,1,0,1,112355.1,married,Idaho,22799.9,58784,30771.2
17,40,0,1,0,1,112355.1,married,Illinois,23671.35,58784,29899.75
17,40,0,1,0,1,112355.1,married,Indiana,21480.43,58784,32090.67
17,40,0,1,0,1,112355.1,married,Iowa,22379.27,58784,31191.83
17,40,0,1,0,1,112355.1,married,Kansas,23744.6,58784,29826.5
17,40,0,1,0,1,112355.1,married,Kentucky,22342.38,58784,31228.72
17,40,0,1,0,1,112355.1,married,Louisiana,20730.43,58784,32840.67
17,40,0,1,0,1,112355.1,married,Maine,23159.55,58784,30411.55
17,40,0,1,0,1,112355.1,married,Maryland,23135.27,58784,30435.83
17,40,0,1,0,1,112355.1,married,Massachusetts,23727.53,58784,29843.57
17,40,0,1,0,1,112355.1,married,Michigan,22884.87,58784,30686.23
17,40,0,1,0,1,112355.1,married,Minnesota,23026.23,58784,30544.87
17,40,0,1,0,1,112355.1,married,Mississippi,22411.0,58784,31160.1
17,40,0,1,0,1,112355.1,married,Missouri,21804.52,58784,31766.58
17,40,0,1,0,1,112355.1,married,Montana,22462.33,58784,31108.77
17,40,0,1,0,1,112355.1,married,Nebraska,22101.99,58784,31469.11
17,40,0,1,0,1,112355.1,married,Nevada,18109.78,58784,35461.32
17,40,0,1,0,1,112355.1,married,New Hampshire,18109.78,58784,35461.32
17,40,0,1,0,1,112355.1,married,New Jersey,22228.3,58784,31342.8
17,40,0,1,0,1,112355.1,married,New Mexico,21369.47,58784,32201.63
17,40,0,1,0,1,112355.1,married,New York,23074.06,58784,30497.04
17,40,0,1,0,1,112355.1,married,North Carolina,21801.12,58784,31769.98
17,40,0,1,0,1,112355.1,married,North Dakota,18136.69,58784,35434.41
17,40,0,1,0,1,112355.1,married,Ohio,20575.83,58784,32995.27
17,40,0,1,0,1,112355.1,married,Oklahoma,22466.39,58784,31104.71
17,40,0,1,0,1,112355.1,married,Oregon,26832.85,58784,26738.25
17,40,0,1,0,1,112355.1,married,Pennsylvania,21559.08,58784,32012.02
17,40,0,1,0,1,112355.1,married,Rhode Island,21612.14,58784,31958.96
17,40,0,1,0,1,112355.1,married,South Carolina,22538.43,58784,31032.67
17,40,0,1,0,1,112355.1,married,South Dakota,18109.78,58784,35461.32
17,40,0,1,0,1,112355.1,married,Tennessee,18109.78,58784,35461.32
17,40,0,1,0,1,112355.1,married,Texas,18109.78,58784,35461.32
17,40,0,1,0,1,112355.1,married,Utah,23221.93,58784,30349.17
17,40,0,1,0,1,112355.1,married,Vermont,21946.74,58784,31624.36
17,40,0,1,0,1,112355.1,married,Virginia,23335.2,58784,30235.9
17,40,0,1,0,1,112355.1,married,Washington,18109.78,58784,35461.32
17,40,0,1,0,1,112355.1,married,West Virginia,22686.79,58784,30884.31
17,40,0,1,0,1,112355.1,married,Wisconsin,22205.2,58784,31365.9
17,40,0,1,0,1,112355.1,married,Wyoming,18109.78,58784,35461.32
17,50,0,1,0,1,117874.12,single,Alabama,32549.36,60524,24800.76
17,50,0,1,0,1,117874.12,single,Alaska,26845.66,60524,30504.46
17,50,0,1,0,1,117874.12,single,Arizona,29417.51,60524,27932.61
17,50,0,1,0,1,117874.12,single,Arkansas,31263.26,60524,26086.86
17,50,0,1,0,1,117874.12,single,California,33835.09,60524,23515.03
17,50,0,1,0,1,117874.12,single,Colorado,31372.12,60524,25978.0
17,50,0,1,0,1,117874.12,single,Connecticut,32668.11,60524,24682.01
17,50,0,1,0,1,117874.12,single,Delaware,33394.35,60524,23955.77
17,50,0,1,0,1,117874.12,single,Florida,26845.66,60524,30504.46
17,50,0,1,0,1,117874.12,single,Georgia,32552.27,60524,24797.85
17,50,0,1,0,1,117874.12,single,Hawaii,34360.89,60524,22989.23
17,50,0,1,0,1,117874.12,single,Idaho,32704.34,60524,24645.78
17,50,0,1,0,1,117874.12,single,Illinois,32680.43,60524,24669.69
17,50,0,1,0,1,117874.12,single,Indiana,30381.88,60524,26968.24
17,50,0,1,0,1,117874.12,single,Iowa,31324.88,60524,26025.24
17,50,0,1,0,1,117874.12,single,Kansas,33134.48,60524,24215.64
17,50,0,1,0,1,117874.12,single,Kentucky,31429.82,60524,25920.3
17,50,0,1,0,1,117874.12,single,Louisiana,30006.88,60524,27343.24
17,50,0,1,0,1,117874.12,single,Maine,33692.76,60524,23657.36
17,50,0,1,0,1,117874.12,single,Maryland,32301.86,60524,25048.26
17,50,0,1,0,1,117874.12,single,Massachusetts,32739.36,60524,24610.76
17,50,0,1,0,1,117874.12,single,Michigan,31855.31,60524,25494.81
17,50,0,1,0,1,117874.12,single,Minnesota,33372.23,60524,23977.89
17,50,0,1,0,1,117874.12,single,Mississippi,31490.92,60524,25859.2
17,50,0,1,0,1,117874.12,single,Missouri,31504.8,60524,25845.32
17,50,0,1,0,1,117874.12,single,Montana,32662.03,60524,24688.09
17,50,0,1,0,1,117874.12,single,Nebraska,32049.95,60524,25300.17
17,50,0,1,0,1,117874.12,single,Nevada,26845.66,60524,30504.46
17,50,0,1,0,1,117874.12,single,New Hampshire,26845.66,60524,30504.46
17,50,0,1,0,1,117874.12,single,New Jersey,32227.99,60524,25122.13
17,50,0,1,0,1,117874.12,single,New Mexico,31344.49,60524,26005.63
17,50,0,1,0,1,117874.12,single,New York,32869.86,60524,24480.26
17,50,0,1,0,1,117874.12,single,North Carolina,31313.43,60524,26036.69
17,50,0,1,0,1,117874.12,single,North Dakota,27906.44,60524,29443.68
17,50,0,1,0,1,117874.12,single,Ohio,29504.88,60524,27845.24
17,50,0,1,0,1,117874.12,single,Oklahoma,31954.55,60524,25395.57
17,50,0,1,0,1,117874.12,single,Oregon,36605.64,60524,20744.48
17,50,0,1,0,1,117874.12,single,Pennsylvania,30464.39,60524,26885.73
17,50,0,1,0,1,117874.12,single,Rhode Island,31127.93,60524,26222.19
17,50,0,1,0,1,117874.12,single,South Carolina,32546.49,60524,24803.63
17,50,0,1,0,1,117874.12,single,South Dakota,26845.66,60524,30504.46
17,50,0,1,0,1,117874.12,single,Tennessee,26845.66,60524,30504.46
17,50,0,1,0,1,117874.12,single,Texas,26845.66,60524,30504.46
17,50,0,1,0,1,117874.12,single,Utah,32208.93,60524,25141.19
17,50,0,1,0,1,117874.12,single,Vermont,32580.2,60524,24769.92
17,50,0,1,0,1,117874.12,single,Virginia,32877.17,60524,24472.95
17,50,0,1,0,1,117874.12,single,Washington,26845.66,60524,30504.46
17,50,0,1,0,1,117874.12,single,West Virginia,31688.69,60524,25661.43
17,50,0,1,0,1,117874.12,single,Wisconsin,31977.86,60524,25372.26
17,50,0,1,0,1,117874.12,single,Wyoming,26845.66,60524,30504.46
17,50,0,1,0,1,117874.12,married,Alabama,24582.97,60524,32767.15
17,50,0,1,0,1,117874.12,married,Alaska,19194.26,60524,38155.86
17,50,0,1,0,1,117874.12,married,Arizona,21391.12,60524,35959.0
17,50,0,1,0,1,117874.12,married,Arkansas,23517.88,60524,33832.24
17,50,0,1,0,1,117874.12,married,California,22757.03,60524,34593.09
17,50,0,1,0,1,117874.12,married,Colorado,23060.73,60524,34289.39
17,50,0,1,0,1,117874.12,married,Connecticut,24177.34,60524,33172.78
17,50,0,1,0,1,117874.12,married,Delaware,25528.46,60524,31821.66
17,50,0,1,0,1,117874.12,married,Florida,19194.26,60524,38155.86
17,50,0,1,0,1,117874.12,married,Georgia,24254.08,60524,33096.04
17,50,0,1,0,1,117874.12,married,Hawaii,25266.3,60524,32083.82
17,50,0,1,0,1,117874.12,married,Idaho,24198.7,60524,33151.42
17,50,0,1,0,1,117874.12,married,Illinois,25029.03,60524,32321.09
17,50,0,1,0,1,117874.12,married,Indiana,22730.49,60524,34619.63
17,50,0,1,0,1,117874.12,married,Iowa,23673.48,60524,33676.64
17,50,0,1,0,1,117874.12,married,Kansas,25137.05,60524,32213.07
17,50,0,1,0,1,117874.12,married,Kentucky,23647.63,60524,33702.49
17,50,0,1,0,1,117874.12,married,Louisiana,21980.49,60524,35369.63
17,50,0,1,0,1,117874.12,married,Maine,24616.57,60524,32733.55
17,50,0,1,0,1,117874.12,married,Maryland,24481.91,60524,32868.21
17,50,0,1,0,1,117874.12,married,Massachusetts,25087.97,60524,32262.15
17,50,0,1,0,1,117874.12,married,Michigan,24203.91,60524,33146.21
17,50,0,1,0,1,117874.12,married,Minnesota,24486.01,60524,32864.11
17,50,0,1,0,1,117874.12,married,Mississippi,23738.33,60524,33611.79
17,50,0,1,0,1,117874.12,married,Missouri,23148.41,60524,34201.71
17,50,0,1,0,1,117874.12,married,Montana,23872.44,60524,33477.68
17,50,0,1,0,1,117874.12,married,Nebraska,23473.46,60524,33876.66
17,50,0,1,0,1,117874.12,married,Nevada,19194.26,60524,38155.86
17,50,0,1,0,1,117874.12,married,New Hampshire,19194.26,60524,38155.86
17,50,0,1,0,1,117874.12,married,New Jersey,23664.35,60524,33685.77
17,50,0,1,0,1,117874.12,married,New Mexico,22713.35,60524,34636.77
17,50,0,1,0,1,117874.12,married,New York,24462.09,60524,32888.03
17,50,0,1,0,1,117874.12,married,North Carolina,23120.16,60524,34229.96
17,50,0,1,0,1,117874.12,married,North Dakota,19328.8,60524,38021.32
17,50,0,1,0,1,117874.12,married,Ohio,21853.48,60524,35496.64
17,50,0,1,0,1,117874.12,married,Oklahoma,23813.04,60524,33537.08
17,50,0,1,0,1,117874.12,married,Oregon,28400.25,60524,28949.87
17,50,0,1,0,1,117874.12,married,Pennsylvania,22813.0,60524,34537.12
17,50,0,1,0,1,117874.12,married,Rhode Island,22958.79,60524,34391.33
17,50,0,1,0,1,117874.12,married,South Carolina,23965.1,60524,33385.02
17,50,0,1,0,1,117874.12,married,South Dakota,19194.26,60524,38155.86
17,50,0,1,0,1,117874.12,married,Tennessee,19194.26,60524,38155.86
17,50,0,1,0,1,117874.12,married,Texas,19194.26,60524,38155.86
17,50,0,1,0,1,117874.12,married,Utah,24557.54,60524,32792.58
17,50,0,1,0,1,117874.12,married,Vermont,23395.48,60524,33954.64
17,50,0,1,0,1,117874.12,married,Virginia,24737.03,60524,32613.09
17,50,0,1,0,1,117874.12,married,Washington,19194.26,60524,38155.86
17,50,0,1,0,1,117874.12,married,West Virginia,24037.3,60524,33312.82
17,50,0,1,0,1,117874.12,married,Wisconsin,23582.19,60524,33767.93
17,50,0,1,0,1,117874.12,married,Wyoming,19194.26,60524,38155.86
17,60,0,1,0,1,123393.14,single,Alabama,34572.09,55892,32929.05
17,60,0,1,0,1,123393.14,single,Alaska,28592.43,55892,38908.71
17,60,0,1,0,1,123393.14,single,Arizona,31302.26,55892,36198.88
17,60,0,1,0,1,123393.14,single,Arkansas,33225.27,55892,34275.87
17,60,0,1,0,1,123393.14,single,California,36095.13,55892,31406.01
17,60,0,1,0,1,123393.14,single,Colorado,33361.73,55892,34139.41
17,60,0,1,0,1,123393.14,single,Connecticut,34746.02,55892,32755.12
17,60,0,1,0,1,123393.14,single,Delaware,35505.38,55892,31995.76
17,60,0,1,0,1,123393.14,single,Florida,28592.43,55892,38908.71
17,60,0,1,0,1,123393.14,single,Georgia,34596.52,55892,32904.62
17,60,0,1,0,1,123393.14,single,Hawaii,36527.11,55892,30974.03
17,60,0,1,0,1,123393.14,single,Idaho,34765.42,55892,32735.72
17,60,0,1,0,1,123393.14,single,Illinois,34700.39,55892,32800.75
17,60,0,1,0,1,123393.14,single,Indiana,32294.22,55892,35206.92
17,60,0,1,0,1,123393.14,single,Iowa,33281.37,55892,34219.77
17,60,0,1,0,1,123393.14,single,Kansas,35189.21,55892,32311.93
17,60,0,1,0,1,123393.14,single,Kentucky,33397.35,55892,34103.79
17,60,0,1,0,1,123393.14,single,Louisiana,31919.22,55892,35581.92
17,60,0,1,0,1,123393.14,single,Maine,35834.14,55892,31667.0
17,60,0,1,0,1,123393.14,single,Maryland,34324.59,55892,33176.55
17,60,0,1,0,1,123393.14,single,Massachusetts,34762.09,55892,32739.05
17,60,0,1,0,1,123393.14,single,Michigan,33836.64,55892,33664.5
17,60,0,1,0,1,123393.14,single,Minnesota,35509.56,55892,31991.58
17,60,0,1,0,1,123393.14,single,Mississippi,33480.53,55892,34020.61
17,60,0,1,0,1,123393.14,single,Missouri,33510.96,55892,33990.18
17,60,0,1,0,1,123393.14,single,Montana,34734.42,55892,32766.72
17,60,0,1,0,1,123393.14,single,Nebraska,34083.7,55892,33417.44
17,60,0,1,0,1,123393.14,single,Nevada,28592.43,55892,38908.71
17,60,0,1,0,1,123393.14,single,New Hampshire,28592.43,55892,38908.71
17,60,0,1,0,1,123393.14,single,New Jersey,34326.32,55892,33174.82
17,60,0,1,0,1,123393.14,single,New Mexico,33361.69,55892,34139.45
17,60,0,1,0,1,123393.14,single,New York,34947.77,55892,32553.37
17,60,0,1,0,1,123393.14,single,North Carolina,33294.76,55892,34206.38
17,60,0,1,0,1,123393.14,single,North Dakota,29760.83,55892,37740.31
17,60,0,1,0,1,123393.14,single,Ohio,31444.81,55892,36056.33
17,60,0,1,0,1,123393.14,single,Oklahoma,33963.48,55892,33537.66
17,60,0,1,0,1,123393.14,single,Oregon,38835.33,55892,28665.81
17,60,0,1,0,1,123393.14,single,Pennsylvania,32380.6,55892,35120.54
17,60,0,1,0,1,123393.14,single,Rhode Island,33136.85,55892,34364.29
17,60,0,1,0,1,123393.14,single,South Carolina,34635.44,55892,32865.7
17,60,0,1,0,1,123393.14,single,South Dakota,28592.43,55892,38908.71
17,60,0,1,0,1,123393.14,single,Tennessee,28592.43,55892,38908.71
17,60,0,1,0,1,123393.14,single,Texas,28592.43,55892,38908.71
17,60,0,1,0,1,123393.14,single,Utah,34206.82,55892,33294.32
17,60,0,1,0,1,123393.14,single,Vermont,34691.23,55892,32809.91
17,60,0,1,0,1,123393.14,single,Virginia,34941.28,55892,32559.86
17,60,0,1,0,1,123393.14,single,Washington,28592.43,55892,38908.71
17,60,0,1,0,1,123393.14,single,West Virginia,33701.48,55892,33799.66
17,60,0,1,0,1,123393.14,single,Wisconsin,34017.14,55892,33484.0
17,60,0,1,0,1,123393.14,single,Wyoming,28592.43,55892,38908.71
17,60,0,1,0,1,123393.14,married,Alabama,25943.41,55892,41557.73
17,60,0,1,0,1,123393.14,married,Alaska,20278.75,55892,47222.39
17,60,0,1,0,1,123393.14,married,Arizona,22613.58,55892,44887.56
17,60,0,1,0,1,123393.14,married,Arkansas,24817.6,55892,42683.54
17,60,0,1,0,1,123393.14,married,California,24184.28,55892,43316.86
17,60,0,1,0,1,123393.14,married,Colorado,24388.05,55892,43113.09
17,60,0,1,0,1,123393.14,married,Connecticut,25565.37,55892,41935.77
17,60,0,1,0,1,123393.14,married,Delaware,26977.2,55892,40523.94
17,60,0,1,0,1,123393.14,married,Florida,20278.75,55892,47222.39
17,60,0,1,0,1,123393.14,married,Georgia,25636.04,55892,41865.1
17,60,0,1,0,1,123393.14,married,Hawaii,26770.23,55892,40730.91
17,60,0,1,0,1,123393.14,married,Idaho,25597.49,55892,41903.65
17,60,0,1,0,1,123393.14,married,Illinois,26386.71,55892,41114.43
17,60,0,1,0,1,123393.14,married,Indiana,23980.55,55892,43520.59
17,60,0,1,0,1,123393.14,married,Iowa,24967.69,55892,42533.45
17,60,0,1,0,1,123393.14,married,Kansas,26529.5,55892,40971.64
17,60,0,1,0,1,123393.14,married,Kentucky,24952.88,55892,42548.26
17,60,0,1,0,1,123393.14,married,Louisiana,23230.55,55892,44270.59
17,60,0,1,0,1,123393.14,married,Maine,26073.59,55892,41427.55
17,60,0,1,0,1,123393.14,married,Maryland,25828.55,55892,41672.59
17,60,0,1,0,1,123393.14,married,Massachusetts,26448.41,55892,41052.73
17,60,0,1,0,1,123393.14,married,Michigan,25522.96,55892,41978.18
17,60,0,1,0,1,123393.14,married,Minnesota,25945.8,55892,41555.34
17,60,0,1,0,1,123393.14,married,Mississippi,25065.65,55892,42435.49
17,60,0,1,0,1,123393.14,married,Missouri,24492.29,55892,43008.85
17,60,0,1,0,1,123393.14,married,Montana,25282.55,55892,42218.59
17,60,0,1,0,1,123393.14,married,Nebraska,24844.94,55892,42656.2
17,60,0,1,0,1,123393.14,married,Nevada,20278.75,55892,47222.39
17,60,0,1,0,1,123393.14,married,New Hampshire,20278.75,55892,47222.39
17,60,0,1,0,1,123393.14,married,New Jersey,25100.4,55892,42400.74
17,60,0,1,0,1,123393.14,married,New Mexico,24057.23,55892,43443.91
17,60,0,1,0,1,123393.14,married,New York,25850.12,55892,41651.02
17,60,0,1,0,1,123393.14,married,North Carolina,24439.21,55892,43061.93
17,60,0,1,0,1,123393.14,married,North Dakota,20520.91,55892,46980.23
17,60,0,1,0,1,123393.14,married,Ohio,23131.14,55892,44370.0
17,60,0,1,0,1,123393.14,married,Oklahoma,25159.68,55892,42341.46
17,60,0,1,0,1,123393.14,married,Oregon,29967.65,55892,37533.49
17,60,0,1,0,1,123393.14,married,Pennsylvania,24066.92,55892,43434.22
17,60,0,1,0,1,123393.14,married,Rhode Island,24305.43,55892,43195.71
17,60,0,1,0,1,123393.14,married,South Carolina,25391.77,55892,42109.37
17,60,0,1,0,1,123393.14,married,South Dakota,20278.75,55892,47222.39
17,60,0,1,0,1,123393.14,married,Tennessee,20278.75,55892,47222.39
17,60,0,1,0,1,123393.14,married,Texas,20278.75,55892,47222.39
17,60,0,1,0,1,123393.14,married,Utah,25893.14,55892,41608.0
17,60,0,1,0,1,123393.14,married,Vermont,24844.22,55892,42656.92
17,60,0,1,0,1,123393.14,married,Virginia,26138.86,55892,41362.28
17,60,0,1,0,1,123393.14,married,Washington,20278.75,55892,47222.39
17,60,0,1,0,1,123393.14,married,West Virginia,25387.8,55892,42113.34
17,60,0,1,0,1,123393.14,married,Wisconsin,24959.19,55892,42541.95
17,60,0,1,0,1,123393.14,married,Wyoming,20278.75,55892,47222.39
17,73,0,1,0,1,130567.87,single,Alabama,37251.74,34382,58934.13
17,73,0,1,0,1,130567.87,single,Alaska,30913.34,34382,65272.53
17,73,0,1,0,1,130567.87,single,Arizona,33802.54,34382,62383.33
17,73,0,1,0,1,130567.87,single,Arkansas,35826.0,34382,60359.87
17,73,0,1,0,1,130567.87,single,California,39083.3,34382,57102.57
17,73,0,1,0,1,130567.87,single,Colorado,35998.33,34382,60187.54
17,73,0,1,0,1,130567.87,single,Connecticut,37497.41,34382,58688.46
17,73,0,1,0,1,130567.87,single,Delaware,38299.82,34382,57886.05
17,73,0,1,0,1,130567.87,single,Florida,30913.34,34382,65272.53
17,73,0,1,0,1,130567.87,single,Georgia,37304.15,34382,58881.72
17,73,0,1,0,1,130567.87,single,Hawaii,39396.8,34382,56789.07
17,73,0,1,0,1,130567.87,single,Idaho,37494.93,34382,58690.94
17,73,0,1,0,1,130567.87,single,Illinois,37376.45,34382,58809.42
17,73,0,1,0,1,130567.87,single,Indiana,34830.38,34382,61355.49
17,73,0,1,0,1,130567.87,single,Iowa,35874.92,34382,60310.95
17,73,0,1,0,1,130567.87,single,Kansas,37910.47,34382,58275.4
17,73,0,1,0,1,130567.87,single,Kentucky,36005.26,34382,60180.61
17,73,0,1,0,1,130567.87,single,Louisiana,34455.38,34382,61730.49
17,73,0,1,0,1,130567.87,single,Maine,38668.04,34382,57517.83
17,73,0,1,0,1,130567.87,single,Maryland,37011.4,34382,59174.47
17,73,0,1,0,1,130567.87,single,Massachusetts,37441.74,34382,58744.13
17,73,0,1,0,1,130567.87,single,Michigan,36462.48,34382,59723.39
17,73,0,1,0,1,130567.87,single,Minnesota,38393.68,34382,57792.19
17,73,0,1,0,1,130567.87,single,Mississippi,36117.13,34382,60068.74
17,73,0,1,0,1,130567.87,single,Missouri,36169.09,34382,60016.78
17,73,0,1,0,1,130567.87,single,Montana,37478.65,34382,58707.22
17,73,0,1,0,1,130567.87,single,Nebraska,36777.7,34382,59408.17
17,73,0,1,0,1,130567.87,single,Nevada,30913.34,34382,65272.53
17,73,0,1,0,1,130567.87,single,New Hampshire,30913.34,34382,65272.53
17,73,0,1,0,1,130567.87,single,New Jersey,37104.27,34382,59081.6
17,73,0,1,0,1,130567.87,single,New Mexico,36034.17,34382,60151.7
17,73,0,1,0,1,130567.87,single,New York,37699.16,34382,58486.71
17,73,0,1,0,1,130567.87,single,North Carolina,35920.6,34382,60265.27
17,73,0,1,0,1,130567.87,single,North Dakota,32221.65,34382,63964.22
17,73,0,1,0,1,130567.87,single,Ohio,34016.84,34382,62169.03
17,73,0,1,0,1,130567.87,single,Oklahoma,36625.19,34382,59560.68
17,73,0,1,0,1,130567.87,single,Oregon,41815.86,34382,54370.01
17,73,0,1,0,1,130567.87,single,Pennsylvania,34921.78,34382,61264.09
17,73,0,1,0,1,130567.87,single,Rhode Island,35798.57,34382,60387.3
17,73,0,1,0,1,130567.87,single,South Carolina,37401.19,34382,58784.68
17,73,0,1,0,1,130567.87,single,South Dakota,30913.34,34382,65272.53
17,73,0,1,0,1,130567.87,single,Tennessee,30913.34,34382,65272.53
17,73,0,1,0,1,130567.87,single,Texas,30913.34,34382,65272.53
17,73,0,1,0,1,130567.87,single,Utah,36854.18,34382,59331.69
17,73,0,1,0,1,130567.87,single,Vermont,37557.35,34382,58628.52
17,73,0,1,0,1,130567.87,single,Virginia,37674.74,34382,58511.13
17,73,0,1,0,1,130567.87,single,Washington,30913.34,34382,65272.53
17,73,0,1,0,1,130567.87,single,West Virginia,36368.21,34382,59817.66
